00	14.01473221849536
01	13.971026902993286
02	13.031247770806862
03	13.19868790826156
04	12.751283907105702
05	13.274742036787718
06	12.487023011525176
07	13.395006418527242
08	14.626919176562463
09	14.668773991637512
10	14.657253383755132
11	14.934873885893436
12	15.129612377454777
13	15.552627873251815
14	16.52206090907684
15	30.21154817908411
16	17.211297781030705
17	16.509717117907886
18	15.289086069641018
19	14.219330238513681
20	13.574330702255642
21	13.509544933658093
22	14.230339525757714
23	13.956139401824828
