00	14.014732218495665
01	13.97102690299322
02	13.031247770806884
03	13.198687908261554
04	12.751283907105517
05	13.274742036787812
06	12.487023011525073
07	13.395006418527373
08	14.626919176562348
09	14.668773991637426
10	14.657253383754934
11	14.93487388589339
12	15.1296123774549
13	15.552627873251884
14	16.5220609090768
15	30.21154817908388
16	17.211297781030602
17	16.509717117907787
18	15.289086069641007
19	14.219330238513901
20	13.574330702255745
21	13.509544933658109
22	14.23033952575753
23	13.956139401824828
